Name	Set	ImageFile	Rarity	Type	Keywords	Allegiance	Cost	Asset	Attack	Armor	Structure	Speed	Mass	Armaments	Text
Strafing Run (CE)	CommandersEdition	CE281	Common	Command			4+6P (Errata)								Scrap this card when it is revealed. Choose any Unit or site and deal 3 structure damage to it.
Strip Mining Operation (CE)	CommandersEdition	CE282	Common	Command	Resource		1+2L			2	5				{T}: {R} You may deploy this card revealed to make an additional deployment this turn.
Studied Move (CE)	CommandersEdition	CE283	Uncommon	Mission											Put any Mission card from your Scrapheap into your hand.
Sun Zhang Mechwarrior Academy (CE)	CommandersEdition	CE284	Uncommon	Command	Resource	Kurita	2			5	2				{T}: {R} {T}: You get +1 initiative. Use this ability only during a mission. Tactics (Your base initiative is 1.)
Sunder (SD1-OB) (CE)	CommandersEdition	CE285	Uncommon	Unit	Omni	Kurita	6+3A+3M+3T		3	3	10	Slow	90 tons	4 Med Lasers, 30 LRMs	Missile 1 C3 (Each Unit with C3 in a group that includes at least one other Unit with C3 gets +2 attack.)
Sun-Tzu Liao (CE)	CommandersEdition	CE286	Rare	Command	Unique	Liao	2+4P		2	5	1				{T}: Put any Subterfuge card from your Scrapheap into your hand. Use this ability only during your Deploy phase.
Supernova (CE)	CommandersEdition	CE287	Common	Unit		Clan	10+4A+4M+4T		7	3	9	Slow	90 tons	6 Lg Lasers	Overheat 5: +3 attack Jump (-1 attack: +1 initiative) Long-Range 2 (If Supernova is blocked, it may deal up to 2 of its damage to the target.)
Support - Assembly (A) (CE)	CommandersEdition	CE288	Vital	Command	Resource		0			4	3				{T}: {R} Assembly (Once during your Repair/Reload phase, you may pay {R} to repair 1 damage to one of your Units.)
Support - Assembly (B) (CE)	CommandersEdition	CE289	Vital	Command	Resource		0			4	3				{T}: {R} Assembly (Once during your Repair/Reload phase, you may pay {R} to repair 1 damage to one of your Units.)
Support - Assembly (C) (CE)	CommandersEdition	CE290	Vital	Command	Resource		0			4	3				{T}: {R} Assembly (Once during your Repair/Reload phase, you may pay {R} to repair 1 damage to one of your Units.)
Support - Logistics (A) (CE)	CommandersEdition	CE291	Vital	Command	Resource		0			4	3				{T}: {R} Logistics (At the end of your turn, you may restock one card from your hand.)
Support - Logistics (B) (CE)	CommandersEdition	CE292	Vital	Command	Resource		0			4	3				{T}: {R} Logistics (At the end of your turn, you may restock one card from your hand.)
Support - Logistics (C) (CE)	CommandersEdition	CE293	Vital	Command	Resource		0			4	3				{T}: {R} Logistics (At the end of your turn, you may restock one card from your hand.)
Support - Munitions (A) (CE)	CommandersEdition	CE294	Vital	Command	Resource		0			4	3				{T}: {R} Munitions (Your missile die rolls do 3 damage on a roll of 3.)
Support - Munitions (B) (CE)	CommandersEdition	CE295	Vital	Command	Resource		0			4	3				{T}: {R} Munitions (Your missile die rolls do 3 damage on a roll of 3.)
Support - Munitions (C) (CE)	CommandersEdition	CE296	Vital	Command	Resource		0			4	3				{T}: {R} Munitions (Your missile die rolls do 3 damage on a roll of 3.)
Support - Politics (A) (CE)	CommandersEdition	CE297	Vital	Command	Resource		0			4	3				{T}: {R}
Support - Politics (B) (CE)	CommandersEdition	CE298	Vital	Command	Resource		0			4	3				{T}: {R}
Support - Politics (C) (CE)	CommandersEdition	CE299	Vital	Command	Resource		0			4	3				{T}: {R}
Support - Tactics (A) (CE)	CommandersEdition	CE300	Vital	Command	Resource		0			4	3				{T}: {R} Tactics (Your base initiative is 1.)
Support - Tactics (B) (CE)	CommandersEdition	CE301	Vital	Command	Resource		0			4	3				{T}: {R} Tactics (Your base initiative is 1.)
Support - Tactics (C) (CE)	CommandersEdition	CE302	Vital	Command	Resource		0			4	3				{T}: {R} Tactics (Your base initiative is 1.)
Tactical Advantage (CE)	CommandersEdition	CE303	Common	Mission											You get +3 initiative. Draw a card.
Tactical Nuke (CE)	CommandersEdition	CE304	Rare	Command			2+6M+4P								Scrap this card when it is revealed. Deal damage to each opposing Stockpile equal to the number of construction counters above the cost of this card, then deal that much damage to your own Stockpile.
Taking the Hit (CE)	CommandersEdition	CE305	Common	Mission											Choose two of your Units. Redirect all damage from the first Unit to the second.
Targeting Ace (CE)	CommandersEdition	CE306	Uncommon	Command			1+2T								You may add 1 to or subtract 1 from the missile die roll of any missile fired by 'Mech piloted by Targeting Ace. Use this ability immediately after rolling that missile die.
Targeting Computer Retrofit (CE)	CommandersEdition	CE307	Uncommon	Command	Enhancement	Clan	1+3T		1		-1				When you activate this card, put it on one of your Units. That Unit gets -1 structure and +1 attack. You may deploy this card revealed to make an additional deployment this turn. Draw a card when you activate this card.
Teachings of the Unfinished Book (CE)	CommandersEdition	CE308	Rare	Command		Davion	0								Scrap this card when it is revealed. You get +2 initiative until your next turn. You may make an additional deployment the turn that you activate this card. Draw a card when you activate this card.
Tempest Revised (TMP-3M) (CE)	CommandersEdition	CE309	Common	Unit		Marik	7		6	2	8	Slow	65 tons	Gauss Rifle, Lg Laser	Alpha Strike: +1 attack Jump (-1 attack: +1 initiative) Long-Range 1 (If Tempest is blocked, it may deal 1 of its damage to the target.)
Temporary Cease-Fire (CE)	CommandersEdition	CE310	Uncommon	Mission											Play only during battle. Roll a die: 1: Your Units deal no damage. Draw a card after the mission.2-6: All Units deal no damage.
The Remembrance (CE)	CommandersEdition	CE311	Rare	Command		Clan	1+3P+3T								When you activate this card, scrap all other copies of it you control. Once this card has been activated it is not a site and cannot be scrapped. Whenever any opposing Unit is scrapped, put a verse counter on this card. Remove any number of verse counters from this card to deal that much damage to opposing Units, distributed any way you choose. Use this ability only during a mission.
Think Tank (CE)	CommandersEdition	CE312	Common	Command	Resource		0			5	1				{T}: {R} Scrap this card to choose any asset. You have that asset available for the rest of the game. Use this ability on your turn, or during a mission on any opponent's turn.
Thomas Marik (CE)	CommandersEdition	CE313	Rare	Command	Unique	Marik	4+6P		1	4	2				{T}: You get +1 initiative. Use this ability only during a mission. {T}: Draw a card. Use this ability only during your Draw phase.
Thor B Revised (Summoner) (CE)	CommandersEdition	CE314	Rare	Unit	Omni	Jade Falcon	7+3M+3T		3	2	6	Moderate	70 tons	40 LRMs, 8 SRMs	Missile 2 Jump (-1 attack: +1 initiative) Anti-Missile (Prevent 1 damage from each missile fired at a Unit in a group that includes Thor B.) NARC (Units in groups including any with NARC may subtract 1 from the die roll of each missile they fire.)
Thor D (Summoner) (CE)	CommandersEdition	CE315	Uncommon	Unit	Omni	Jade Falcon	6+1A+2M+1T		6	2	6	Moderate	70 tons	2 Lg Lasers, 2 Med Lasers	Jump (-1 attack: +1 initiative) Anti-Missile (Prevent 1 damage from each missile fired at a Unit in a group that includes Thor D.) Long-Range 2 (If Thor D is blocked, it may deal up to 2 of its damage to the target.)
Thorn (THE-N) (CE)	CommandersEdition	CE316	Common	Unit		ComStar	0+1A+2L		1	0	4	Moderate	20 tons	2 Med Lasers, 5 LRMs	You may deploy Thorn revealed to make an additional deployment this turn.
Thumper Battery (CE)	CommandersEdition	CE317	Uncommon	Command	Artillery		2+2L +2M		0	0	3				{T}: Choose any site and deal 2 damage to it. Use this ability only during your Missions phase, but not during a mission.
Thunder (THR-1L) (CE)	CommandersEdition	CE318	Common	Unit		Liao	5+1A+1L+1M		3	2	9	Moderate	70 tons	3 Med Lasers, AC/20	Alpha Strike: +2 attack
Topple (CE)	CommandersEdition	CE319	Common	Mission		Inner Sphere									Play only during battle. Choose an opposing Unit. Roll a die: 1-4: That Unit receives 1 damage. Draw a card after the mission. 5-6: Prevent all damage dealt by that Unit.
Tracking System Failure (CE)	CommandersEdition	CE320	Uncommon	Command	Enhancement		0		-2						When you activate this card, put it on any opposing Unit. That Unit gets -2 attack, is now slow, and cannot block unless guarding.
Training Facility (CE)	CommandersEdition	CE321	Uncommon	Command			0+3T		0	5	3				Each of your Pilots gets +1 initiative and +1 attack.
Trapped! (CE)	CommandersEdition	CE322	Rare	Mission											Play only when attacked. Choose any opposing Unit. Roll a die:1-2: Return this card to your hand after the mission.3-6: Put a pinned counter on that Unit. During any player's Missions phase, but not during a mission,that player may tap two Units he or she controls to remove this pinned counter. Units with any pinned counters on them do not untap during their controllers' Untap phase.
Treachery! (CE)	CommandersEdition	CE323	Common	Command	Subterfuge		1+6P								Scrap this card when it is revealed. Choose any opponent. During that opponent's next turn, each guarding or patrolling Unit attacks your Stockpile if able.
Trebuchet (TBT-5N) (CE)	CommandersEdition	CE324	Common	Unit		Inner Sphere	1+1A+1M		0	1	5	Moderate	50 tons	3 Med Lasers, 20 LRMs	Missile 1 Overheat 2: +2 attack
Trebuchet (TBT-7M) (CE)	CommandersEdition	CE325	Uncommon	Unit		Marik	4+1A+2T		2	1	5	Moderate	50 tons	3 Med Lasers, 30 LRMs	Missile 1 Jump (-1 attack: +1 initiative) NARC (Units in groups including any with NARC may subtract 1 from the die roll of each missile they fire.)
Turkina A (CE)	CommandersEdition	CE326	Uncommon	Unit	Omni	Jade Falcon	11+5A+5M		5	3	11	Slow	95 tons	2 Gauss Rifles, 40 LRMs	Missile 3 Jump (-1 attack: +1 initiative) Long-Range 2 (If Turkina A is blocked, it may deal up to 2 of its damage to the target.)
Uller B (Kit Fox) (CE)	CommandersEdition	CE327	Common	Unit	Omni	Clan	2+1A+1M		3	0	4	Moderate	30 tons	Med Laser, 6 SRMs, AC/10	Alpha Strike: +2 attack
Uller D (Kit Fox) (CE)	CommandersEdition	CE328	Uncommon	Unit	Omni	Jade Falcon	2+1A		0	1	3	Moderate	30 tons	35 LRMs	Missile 3
Uller Prime (Kit Fox) (CE)	CommandersEdition	CE329	Common	Unit	Omni	Clan	2+1A+1M		4	0	4	Moderate	30 tons	Lg Laser, 4 SRMs, AC/5	()
Underworld Connections (CE)	CommandersEdition	CE330	Uncommon	Command		Inner Sphere	0+2L		2	0	1				{T}: Choose any card in play or under construction. Replace one counter on that card with two counters of the same type. Use this ability only during your Deploy phase.
Unnamed Sources (CE)	CommandersEdition	CE331	Uncommon	Command	Subterfuge		2+6P								Scrap this card when it is revealed. Count the number of cards in your hand. Draw that many cards, then choose that many cards in your hand and restock them in any order. You may make an additional deployment the turn that you activate this card.
Unopposed (CE)	CommandersEdition	CE332	Common	Mission											Play only if one of your Units is attacking alone and isn't blocked. That Unit gets +X attack, where X is its base attack.
UrbanMech (UM-R63) (CE)	CommandersEdition	CE333	Common	Unit		Liao	0+1A		2	1	4	Slow	30 tons	AC/10	Jump (-1 attack: +1 initiative) Urban Mech cannot block unless guarding.
UrbanMech IIC (CE)	CommandersEdition	CE334	Common	Unit		Clan	1+2A+2M		3	1	4	Slow	30 tons	AC/10	Alpha Strike: +1 attack Jump (-1 attack: +1 initiative)
Venom Revised (SDR-9K) (CE)	CommandersEdition	CE335	Uncommon	Unit		Kurita	2+2A+2T		2	0	3	Fast	35 tons	4 Med Lasers	Overheat 1: +1 attack Jump (-1 attack: +1 initiative) You may move Venom to your Patrol region as soon as you activate it.
Veteran MechWarrior (CE)	CommandersEdition	CE336	Common	Command	Pilot		1+2T		0			NN			+1 initiative 'Mech piloted by Veteran MechWarrior at the end of each of your turns.
Vicious Kick (CE)	CommandersEdition	CE337	Common	Mission		Inner Sphere									Play only during battle. Choose one of your 'Mechs. Roll a die:1-2: That 'Mech receives 1 damage. Return this card to your hand after the mission.3-6: If that 'Mech is 60 tons or more, it gets +4 attack; otherwise, it gets +1 attack.
Victor (VTR-9B) (CE)	CommandersEdition	CE338	Common	Unit		Inner Sphere	4+3A		3	2	7	Slow	80 tons	2 Med Lasers, 4 SRMs, AC/20	Alpha Strike: +2 attack Jump (-1 attack: +1 initiative)
Victor (VTR-9K) (CE)	CommandersEdition	CE339	Common	Unit		Davion - Kurita	4+3A		4	2	7	Slow	80 tons	Gauss Rifle, 4 SRMs	Jump (-1 attack: +1 initiative)
Vindicator Revised (VND-3L) (CE)	CommandersEdition	CE340	Uncommon	Unit		Liao	2		3	1	6	Slow	45 tons	PPC, Med Laser	Jump (-1 attack: +1 initiative) Long-Range 1 (If Vindicator is blocked, it may deal 1 of its damage to the target.)
Vlad of the Wards (CE)	CommandersEdition	CE341	Rare	Command	Unique - Pilot	Wolf	2+5T		0						+1 initiative Mech piloted by Vlad of the Wards may attack Units regardless of their speed.
Vulture C (Mad Dog) (CE)	CommandersEdition	CE342	Common	Unit	Omni	Clan	4+1A+1T		4	1	7	Moderate	60 tons	2 Gauss Rifles	Long-Range 1 (If Vulture C is blocked, it may deal 1 of its damage to the target.)
Vulture Prime (Mad Dog) (CE)	CommandersEdition	CE343	Common	Unit	Omni	Clan	9		4	1	7	Moderate	60 tons	2 Lg Lasers, 40 LRMs	Missile 3 Overheat 3: +2 attack
Whitworth (WTH-1) (CE)	CommandersEdition	CE344	Common	Unit		Davion - Kurita	1+1A+1T		1	1	5	Slow	40 tons	3 Med Lasers, 20 LRMs	Overheat 2: +2 attack Jump (-1 attack: +1 initiative)
Wolf High Command (CE)	CommandersEdition	CE345	Fixed	Command	Unique	Wolf	2+2T		0	4	2				Each of your 'Mechs gets -1 structure and +1 attack.
Wolfgang Hansen (CE)	CommandersEdition	CE346	Rare	Command	Unique - Mercenary	Inner Sphere	2+4T		2	4	3				{T}: Choose one of your piloted 'Mechs. Untap that Mech after the mission. Use this ability only during battle.
Wolfhound (WLF-2) (CE)	CommandersEdition	CE347	Common	Unit		Davion - Steiner	3		3	1	5	Moderate	35 tons	Lg Laser, 3 Med Lasers	Overheat 2: +1 attack
Work Stoppage (CE)	CommandersEdition	CE348	Uncommon	Command		St. Ives	3+6P		0	3	2				When you activate this card, choose any asset. Players with that asset available may not ignore asset costs specifying that asset.
Wraith (TR1) (CE)	CommandersEdition	CE349	Common	Unit		Liao - Marik	4+3A+2T		3	1	7	Fast	55 tons	Lg Laser, 2 Med Lasers	Jump (-1 attack: +1 initiative)
Wyvern (WVE-5N) (CE)	CommandersEdition	CE350	Rare	Unit		Inner Sphere	2+1A+1M		2	1	7	Slow	45 tons	Lg Laser, 10 LRMs, 6 SRMs	Overheat 1: +1 attack Jump (-1 attack: +1 initiative)
Wyvern IIC (CE)	CommandersEdition	CE351	Common	Unit		Clan	5+4A+3M		4	1	7	Slow	45 tons	Lg Laser, 2 Med Lasers	Overheat 3: +3 attack Jump (-1 attack: +1 initiative)
Yen-Lo-Wang (CN9-YLW) (CE)	CommandersEdition	CE352	Rare	Unit	Unique	Davion - St. Ives	5+2A+3M		3	1	6	Moderate	50 tons	2 Med Lasers, AC/20	Alpha Strike: +2 attack Hand-to-Hand 1 (Yen-Lo-Wang has +1 attack, only usable against Units of the same speed or slower.) Each opposing Unit gets -1 attack. Use this ability only during battle.
Zeus (ZEU-9S) (CE)	CommandersEdition	CE353	Common	Unit		Davion - Steiner	4+3A		3	2	7	Slow	80 tons	PPC, Lg Laser, 15 LRMs	Overheat 2: +2 attack
Accelerate Conflict	Counterstrike	CS001	Rare	Command	Operation		4+3T+3L		0	0	5				Put three operation counters on Accelerate Conflict when it is activated. Remove an operation counter from this card at the beginning of your turn. When the last operation counter has been removed, scrap Accelerate Conflict and double all damage dealt to each player's Stockpile until the end of the game. During your Repair/Reload phase, pay (3+3L). If you cannot pay this cost, scrap Accelerate Conflict.
Accelerated Turnaround	Counterstrike	CS002	Uncommon	Command			2+2L								Scrap Accelerated Turnaround when it is revealed. Activate only at the end of your Missions phase. Untap one 'Mech for each construction counter above the cost of Accelerated Turnaround.
Adam Steiner	Counterstrike	CS003	Rare	Command	Unique	Steiner	3+5P+4T		0	2	3				{T}: Untap any 'Mech. Use this ability only during your Missions phase, but not during a mission.
Annihilator (ANH-2A)	Counterstrike	CS004	Rare	Unit		Wolf's Dragoons	7+1L+3M		5	3	7	Slow	100 tons	4 AC/10, 4 Med Lasers	Alpha Strike: +4 attack Annihilator cannot block unless guarding.
Assassin (ASN-23)	Counterstrike	CS005	Uncommon	Unit		Inner Sphere	1		1	1	3	Fast	40 tons	5 LRMs, Med Laser	Jump (-1 attack: +1 initiative)
Assassination	Counterstrike	CS006	Uncommon	Command	Subterfuge	Inner Sphere	3+4P								Scrap Assassination when it is revealed. Scrap a pilot card or unique card in play.
Bait and Switch	Counterstrike	CS007	Uncommon	Mission											Play only during battle. Roll a die. 1-2: Draw a card after the mission. 3-6: Choose one of your engaged Units that has not dealt damage. That Unit is removed from battle. Tap one of your untapped Units that is not engaged in the battle; that Unit joins the battle. (Errata)
